Sample_ID,Round,Phase,Sentence_Index,Text,Mean_Entropy,Max_Entropy,Std_Entropy,Strategy_Used
persona_115_T2,2,state_analysis,1,">The Persuadee has shown a genuine concern for animals, which is a positive starting point.",0.39990212246786455,1.4227046253787492,0.5162018893910658,Emotion Appeal
persona_115_T2,2,state_analysis,2,"By connecting their care for pets to the need for care for children, the Persuader can evoke an emotional response.",0.466555640759074,1.2639224476092872,0.421690345628557,Emotion Appeal
persona_115_T2,2,state_analysis,3,"The Persuadee might be interested in how their values align with the charity's mission, and may be more open to donating if they feel a personal connection.",0.4411814808948931,1.4311653854239132,0.43996832833097055,Emotion Appeal
persona_115_T2,2,state_analysis,4,The Persuader should continue to build on this emotional connection while providing clear information about the impact of donations.,0.3164566125202147,1.3539920794420264,0.37282222506572954,Emotion Appeal
persona_115_T2,2,strategy,1,Emotion Appeal,0.15835052815923503,0.4750515844777051,0.22394146453173291,Emotion Appeal
persona_115_T2,2,response,1,That's wonderful that you care so much about your pets!,0.38697614357591453,1.047670829578747,0.397958097664647,Emotion Appeal
persona_115_T2,2,response,2,It's amazing how our love and dedication can make a difference.,0.4261348746248983,1.4487314528011024,0.4720537231354083,Emotion Appeal
persona_115_T2,2,response,3,"Just like you care for your pets, there are children in need who also deserve our care and support.",0.4184922707099754,1.4135455084865023,0.5282378890595405,Emotion Appeal
persona_115_T2,2,response,4,"Donating to Save the Children can help provide them with food, education, and a safer future.",0.30915958051322545,1.3335766063932506,0.4327732966574028,Emotion Appeal
persona_115_T2,2,response,5,Even a small amount can make a big difference in a child's life.,0.32240577709052193,0.9650123358206346,0.34338547864106844,Emotion Appeal
persona_115_T2,2,response,6,Would you like to learn more about how your donation can help?</,0.09073424065715449,1.0201913388136166,0.2716274125925272,Emotion Appeal
persona_115_T2,2,overall,1,<strategy>Emotion Appeal</strategy><response>That's wonderful that you care so much about your pets!,0.2407857395471455,1.047670829578747,0.3467524835968163,Emotion Appeal
persona_115_T2,2,overall,2,It's amazing how our love and dedication can make a difference.,0.4261348746248983,1.4487314528011024,0.4720537231354083,Emotion Appeal
persona_115_T2,2,overall,3,"Just like you care for your pets, there are children in need who also deserve our care and support.",0.4184922707099754,1.4135455084865023,0.5282378890595405,Emotion Appeal
persona_115_T2,2,overall,4,"Donating to Save the Children can help provide them with food, education, and a safer future.",0.30915958051322545,1.3335766063932506,0.4327732966574028,Emotion Appeal
persona_115_T2,2,overall,5,Even a small amount can make a big difference in a child's life.,0.32240577709052193,0.9650123358206346,0.34338547864106844,Emotion Appeal
persona_115_T2,2,overall,6,Would you like to learn more about how your donation can help?</,0.09073424065715449,1.0201913388136166,0.2716274125925272,Emotion Appeal
persona_115_T2,2,overall,7,"response><state_analysis>The Persuadee has shown a genuine concern for animals, which is a positive starting point.",0.33325176872322043,1.4227046253787492,0.4942317342237878,Emotion Appeal
persona_115_T2,2,overall,8,"By connecting their care for pets to the need for care for children, the Persuader can evoke an emotional response.",0.466555640759074,1.2639224476092872,0.421690345628557,Emotion Appeal
persona_115_T2,2,overall,9,"The Persuadee might be interested in how their values align with the charity's mission, and may be more open to donating if they feel a personal connection.",0.4411814808948931,1.4311653854239132,0.43996832833097055,Emotion Appeal
persona_115_T2,2,overall,10,The Persuader should continue to build on this emotional connection while providing clear information about the impact of donations.,0.3164566125202147,1.3539920794420264,0.37282222506572954,Emotion Appeal
persona_115_T3,3,state_analysis,1,">The Persuadee is seeking reassurance about the legitimacy and impact of the charity, which indicates they are looking for trust and transparency.",0.3500166078356723,1.2477673648336678,0.44245201290343655,Credibility Appeal
persona_115_T3,3,state_analysis,2,This is a critical moment where credibility can make a difference.,0.7481092943811428,1.278172787454705,0.4291877855023124,Credibility Appeal
persona_115_T3,3,state_analysis,3,"They may be hesitant due to concerns about how their money is used, so reinforcing the charity's reliability and efficiency will help build trust.",0.5314947563978561,1.4201768942361057,0.42940397322179885,Credibility Appeal
persona_115_T3,3,state_analysis,4,The Persuadee might be more inclined to donate if they feel confident about the organization's track record and how their contribution will be used.,0.36096794780190516,1.3456249837416085,0.4188556931160255,Credibility Appeal
persona_115_T3,3,state_analysis,5,It is likely that they will ask further questions about specific programs or want to see evidence of the charity's work in action.,0.4700506637705406,1.2892965387112891,0.42277124905182273,Credibility Appeal
persona_115_T3,3,state_analysis,6,This is an opportunity to provide more detailed information and encourage a commitment to donate.,0.710902041347952,1.3784333787266514,0.4456144910552954,Credibility Appeal
persona_115_T3,3,strategy,1,>Credibility Appeal,1.842068074395235e-18,1.842068074395235e-18,0.0,Credibility Appeal
persona_115_T3,3,response,1,Save the Children is a well-established organization with a strong reputation for transparency and effectiveness.,0.26698028960475284,0.7496313680511619,0.3144155027232008,Credibility Appeal
persona_115_T3,3,response,2,They are registered as a charity in the UK and have been working to help children in need for decades.,0.30758107323832284,1.3788162000129407,0.4041125134858525,Credibility Appeal
persona_115_T3,3,response,3,Their programs are carefully designed to ensure that every donation is used efficiently and responsibly.,0.5544192858618011,1.2426870822415896,0.40710456705333525,Credibility Appeal
persona_115_T3,3,response,4,"For instance, over 90% of every donation goes directly to programs that support children, while the rest covers administrative costs and fundraising.",0.3673551476933811,1.4495353314576656,0.4151266868105748,Credibility Appeal
persona_115_T3,3,response,5,Would you like to know more about a specific program or how your contribution can be used?</,0.258322843735773,1.170759764146808,0.35317574832745,Credibility Appeal
persona_115_T3,3,overall,1,<strategy>Credibility Appeal</strategy><response>Save the Children is a well-established organization with a strong reputation for transparency and effectiveness.,0.18450542490752228,0.7496313680511619,0.2886459626654689,Credibility Appeal
persona_115_T3,3,overall,2,They are registered as a charity in the UK and have been working to help children in need for decades.,0.30758107323832284,1.3788162000129407,0.4041125134858525,Credibility Appeal
persona_115_T3,3,overall,3,Their programs are carefully designed to ensure that every donation is used efficiently and responsibly.,0.5544192858618011,1.2426870822415896,0.40710456705333525,Credibility Appeal
persona_115_T3,3,overall,4,"For instance, over 90% of every donation goes directly to programs that support children, while the rest covers administrative costs and fundraising.",0.3673551476933811,1.4495353314576656,0.4151266868105748,Credibility Appeal
persona_115_T3,3,overall,5,Would you like to know more about a specific program or how your contribution can be used?</,0.258322843735773,1.170759764146808,0.35317574832745,Credibility Appeal
persona_115_T3,3,overall,6,"response><state_analysis>The Persuadee is seeking reassurance about the legitimacy and impact of the charity, which indicates they are looking for trust and transparency.",0.3062645318562133,1.2477673648336678,0.42975925798591175,Credibility Appeal
persona_115_T3,3,overall,7,This is a critical moment where credibility can make a difference.,0.7481092943811428,1.278172787454705,0.4291877855023124,Credibility Appeal
persona_115_T3,3,overall,8,"They may be hesitant due to concerns about how their money is used, so reinforcing the charity's reliability and efficiency will help build trust.",0.5314947563978561,1.4201768942361057,0.42940397322179885,Credibility Appeal
persona_115_T3,3,overall,9,The Persuadee might be more inclined to donate if they feel confident about the organization's track record and how their contribution will be used.,0.36096794780190516,1.3456249837416085,0.4188556931160255,Credibility Appeal
persona_115_T3,3,overall,10,It is likely that they will ask further questions about specific programs or want to see evidence of the charity's work in action.,0.4700506637705406,1.2892965387112891,0.42277124905182273,Credibility Appeal
persona_115_T3,3,overall,11,This is an opportunity to provide more detailed information and encourage a commitment to donate.,0.710902041347952,1.3784333787266514,0.4456144910552954,Credibility Appeal
persona_115_T4,4,state_analysis,1,">The Persuadee is showing interest in the specific impact of donations, particularly in areas with severe food shortages.",0.18807639553011246,0.9539304701445789,0.2667147275952827,Logical Appeal
persona_115_T4,4,state_analysis,2,They are likely seeking reassurance that their contribution will be used effectively in the most critical situations.,0.29412179940709726,1.2390075076278442,0.40106925325091736,Logical Appeal
persona_115_T4,4,state_analysis,3,This suggests they are open to learning more about the direct impact of their donation and may be more willing to donate if they see clear evidence of how their support addresses urgent needs.,0.4303912315307196,1.3569398096639562,0.4244097769670632,Logical Appeal
persona_115_T4,4,state_analysis,4,They may also be looking for additional information to build trust and confidence in the charity's mission and effectiveness.,0.3689249735206464,1.3905425884662443,0.37553925982822917,Logical Appeal
persona_115_T4,4,strategy,1,Logical Appeal,0.5030923661160547,1.0061847322321094,0.5030923661160547,Logical Appeal
persona_115_T4,4,response,1,"Save the Children does prioritize helping children in areas with severe food shortages, as well as in war zones and regions affected by poverty.",0.18999763468405367,1.1359564026746527,0.3724900349536391,Logical Appeal
persona_115_T4,4,response,2,"Their programs are specifically designed to address critical needs such as hunger, access to clean water, and education.",0.27363845171566303,1.0259921845733557,0.3678979714568518,Logical Appeal
persona_115_T4,4,response,3,"For example, in regions facing food insecurity, they provide nutritious meals and support local farming initiatives to ensure long-term food security.",0.38735981968072397,1.0960715220080446,0.40569241234510045,Logical Appeal
persona_115_T4,4,response,4,This targeted approach ensures that donations are used where they are most needed.,0.19518974079585447,0.7588387588853712,0.2821315265832369,Logical Appeal
persona_115_T4,4,response,5,Would you like to know more about a specific region or program they support?</,0.32533751131671906,1.2675984119617802,0.42976669670466616,Logical Appeal
persona_115_T4,4,overall,1,"<strategy>Logical Appeal</strategy><response>Save the Children does prioritize helping children in areas with severe food shortages, as well as in war zones and regions affected by poverty.",0.18420884770307605,1.1359564026746527,0.365400698457641,Logical Appeal
persona_115_T4,4,overall,2,"Their programs are specifically designed to address critical needs such as hunger, access to clean water, and education.",0.27363845171566303,1.0259921845733557,0.3678979714568518,Logical Appeal
